src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,1,q,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,6,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,7,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,12,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,13,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,18,attn_res,add,25216,394,11617,0.0016957907,0,11618,58097
2,0,q,reduce,151296,2364,5808,0.0203512397,0,5809,58097
2,3,q,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,8,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,9,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,14,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,15,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,18,attn_res,add,12608,197,11617,0.0008478953,0,11618,58097
2,19,attn_res,add,12608,197,11617,0.0008478953,0,11618,58097
3,1,q,reduce,151296,2364,5808,0.0203512397,0,5809,58097
4,0,q,reduce,151296,2364,5808,0.0203512397,0,5809,58097
4,5,q,scatter,25216,394,5808,0.0033918733,0,5809,58097
4,10,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
4,11,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
4,16,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
4,17,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
4,19,attn_res,add,25216,394,11617,0.0016957907,0,11618,58097
5,1,q,reduce,151296,2364,5808,0.0203512397,0,5809,58097
8,6,k,reduce,151296,2364,5808,0.0203512397,0,5809,58097
9,7,k,reduce,151296,2364,5808,0.0203512397,0,5809,58097
10,6,k,reduce,151296,2364,5808,0.0203512397,0,5809,58097
11,7,k,reduce,151296,2364,5808,0.0203512397,0,5809,58097
12,18,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
12,19,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
12,20,v,scatter,12608,197,5808,0.0016959366,0,5809,58097
