src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,1,conv1,scatter,100352,1568,5137,0.0079361495,0,5138,38536
0,2,conv1,scatter,100352,1568,5137,0.0079361495,0,5138,38536
0,3,conv1,scatter,100352,1568,5137,0.0079361495,0,5138,38536
0,4,conv1,scatter,10192,160,5137,0.0008098112,0,5138,38536
0,5,conv1,scatter,10192,160,5137,0.0008098112,0,5138,38536
0,6,conv1,scatter,10192,160,5137,0.0008098112,0,5138,38536
0,7,conv1,scatter,10192,160,5137,0.0008098112,0,5138,38536
0,8,conv1,scatter,2548,40,5137,0.0002024528,0,5138,38536
0,9,conv1,scatter,2548,40,5137,0.0002024528,0,5138,38536
0,10,conv1,scatter,2548,40,5137,0.0002024528,0,5138,38536
0,11,conv1,scatter,2548,40,5137,0.0002024528,0,5138,38536
0,40,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,41,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,42,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,43,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,44,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,45,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,46,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,47,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,48,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,49,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,50,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,51,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,52,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,53,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,54,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
0,55,shortcut,scatter,100352,1568,38534,0.0010579748,0,38535,38536
1,8,conv1,scatter,7644,120,5137,0.0006073584,0,5138,38536
1,9,conv1,scatter,7644,120,5137,0.0006073584,0,5138,38536
1,10,conv1,scatter,7644,120,5137,0.0006073584,0,5138,38536
1,11,conv1,scatter,7644,120,5137,0.0006073584,0,5138,38536
1,12,conv1,scatter,5096,80,5137,0.0004049056,0,5138,38536
1,13,conv1,scatter,5096,80,5137,0.0004049056,0,5138,38536
1,14,conv1,scatter,5096,80,5137,0.0004049056,0,5138,38536
